ZipCode,City,State,MedianPrice,Latitude,Longitude,NearestStation,MetroDistanceMeters,DistanceToDC_Meters,Growth_1Y,Growth_3Y,Growth_5Y,Growth_10Y,Price_Volatility
22307,Alexandria,VA,730456.336666572,38.7719818,-77.0572726,Huntington,2889.63,14271.76,0.06396468870067361,0.16790779096994887,0.35944968128933885,0.5872023395829878,0.024227194493481433
22642,Linden,VA,375831.1397034789,38.9471464,-78.0119047,Ashburn,45444.6,85280.73,0.07944318122263892,0.19640530451917185,0.5395875153894567,0.9814950777430025,0.022253187677084646
20862,Brinklow,MD,917994.0929040202,39.1812299,-77.0188057,Glenmont,13620.82,31470.27,0.05741957483699658,0.11442909444806691,,,0.016326000408395915
22207,Arlington,VA,1360496.673492187,38.9066646,-77.1242382,Ballston-MU,2937.49,8371.07,0.08063735550460797,0.1308153419544352,0.3008129495044486,0.5202016464459209,0.02759106433044846
20695,Waldorf,MD,491507.3637211322,38.5914917,-76.9707842,Huntington,24259.85,34476.07,0.023748758758407332,0.06982730961921078,0.3435437933235323,0.5901999521534339,0.019165164912547654
22737,Rixeyville,VA,486379.0939874028,38.5805082,-78.0150561,Washington Dulles International Airport,64474.12,92607.19,0.07840135956448675,0.20960064967645364,0.5494319770657107,0.981865126337716,0.022280971579226202
22726,Richardsville,VA,425045.2733369236,38.4024576,-77.8206605,Washington Dulles International Airport,69506.67,88186.39,0.05617063936347965,0.1963490836015668,0.5164670744351751,0.8453756782712668,0.02471501761899164
22556,Stafford,VA,518239.2958275541,38.4720527,-77.5109438,Franconia-Springfield,44191.03,63268.29,0.060365122944426405,0.14262259986669343,0.4536209173732158,0.7054421506947919,0.020919489958487716
20119,Catlett,VA,617173.8572296527,38.6103802,-77.6220058,Washington Dulles International Airport,41257.81,60640.08,0.06682016850554663,0.15342672101826688,0.42695978245033694,0.596285625565826,0.02602088015531419
22306,Alexandria,VA,634233.8186878954,38.7557483,-77.0977828,Huntington,4662.57,16961.83,0.05336193556724999,0.13633564566570336,0.32409211075248623,0.5492455418850921,0.02089012015501076
20129,Waterford,VA,1191205.316187424,39.1720181,-77.6012544,Ashburn,20818.33,58111.96,0.07703945658800843,0.23235399094156195,0.6141452851791926,0.8537422977363222,0.025397916968041463
22032,Fairfax,VA,842495.9690982631,38.8190464,-77.2903011,Vienna/Fairfax-GMU,6720.09,24353.79,0.07141247679005347,0.158980944947438,0.3670522506907338,0.56249989720827,0.02590061238994474
20640,Indian Head,MD,337307.68458777067,38.5254351,-77.2137001,Franconia-Springfield,27046.55,44478.59,0.050732825612195484,0.15668346363295507,0.4433786818573213,0.9053783192622773,0.01769680470547687
22213,Arlington,VA,1099356.7603325157,38.8952034,-77.1624573,East Falls Church,1136.94,11632.56,0.06878817580394168,0.13067364509943036,0.278459449217774,0.6090587845687757,0.0262686129004911
20707,Laurel,MD,411490.8688364676,39.0993778,-76.8827661,Greenbelt,10128.74,25644.36,0.031434656955752115,0.0807574371970142,0.2966280942766599,0.6875047414462427,0.01645808247962894
20003,Washington,DC,844935.4665539683,38.881904,-76.9909349,Eastern Market,453.79,3697.43,-0.01981863512484267,-0.0592886962808462,0.04371966816429912,0.20180370176649035,0.018568266559499207
22960,Orange,VA,312972.331239644,38.2189958,-78.0733387,Washington Dulles International Airport,98309.12,118174.83,0.06277793884558955,0.17792044187946832,0.5493468406193627,0.9069589739364866,0.028291877391637632
20135,Bluemont,VA,606207.1406247449,39.0949392,-77.8649016,Ashburn,33747.41,75548.35,0.0594737074697195,0.15512319097309202,0.4868523297092461,0.6177630749253533,0.032198374404156
20155,Gainesville,VA,740945.3131637688,38.8101139,-77.6177887,Washington Dulles International Airport,21862.7,51995.66,0.07577276120241506,0.15202746747778692,0.4777130524158595,0.6720912203150698,0.02379479372079098
20868,Spencerville,MD,771192.4359344543,39.1263949,-76.969321,Glenmont,10217.2,25866.09,0.051610092586573286,0.10189241375894655,0.3232359736982853,0.41261685196644765,0.022583756008824583
21710,Adamstown,MD,657775.4012298327,39.2970822,-77.4483019,Shady Grove,31379.16,57280.99,0.054367288309921595,0.1208376470223458,0.413337730778269,0.5934167830445299,0.021885685556803453
20710,Bladensburg,MD,320570.6171146726,38.9423683,-76.9259104,Cheverly,3013.86,10107.59,0.023179104962323546,0.039606181125181786,0.224927412674666,0.881252335541669,0.020107134013004128
20603,Waldorf,MD,478645.7065694875,38.6303898,-76.9765834,Huntington,20092.09,30123.56,0.03534339024490525,0.07496498405829509,0.3593051011481416,0.6638880511467403,0.0206033847885864
20607,Accokeek,MD,540738.5552295726,38.6726657,-77.0185489,Huntington,14345.15,25103.37,0.02651537057795299,0.04893532421897548,0.2914546552870178,0.5859505709258562,0.021370452181642713
22851,Stanley,VA,261935.43885644135,38.563053,-78.512907,Ashburn,101269.04,134080.63,0.07304090121086855,0.22628614326504704,0.6936491728677814,1.1539646418585259,0.022706463973311154
22749,Woodville,VA,667189.7205142146,38.6196553,-78.1802355,Ashburn,73479.68,104593.49,0.023925766213083264,0.08619037253606941,0.3397470710917237,0.5086266680406487,0.042401482936468476
20782,Hyattsville,MD,433284.93777797854,38.965814,-76.9662592,Hyattsville Crossing,873.29,9217.65,0.029489943255019288,0.040902892521756926,0.21549256133237482,0.7145912867297419,0.020680592928758977
22611,Berryville,VA,534754.6119842785,39.1688824,-77.9846131,Ashburn,46281.5,87924.97,0.06426509422870973,0.14875509900288855,0.4616184235145529,0.6988372138838496,0.024453208460363383
22727,Madison,VA,383339.27390723256,38.4075939,-78.2952919,Washington Dulles International Airport,95512.84,122822.98,0.06815905098064069,0.1510102319558555,0.5049772421631716,0.8404894860323517,0.02797613896469346
20615,Saint Leonard,MD,459019.8562112799,38.4162307,-76.5483473,Branch Ave,55542.71,67887.52,0.041533692127891465,0.07087706797193948,,,0.013429420441361906
22701,Culpeper,VA,425113.1393150459,38.4387767,-77.9962612,Washington Dulles International Airport,74615.73,98365.62,0.05350190418437898,0.14964164609010294,0.4953244568342609,0.8687237788038225,0.021834009059136596
22060,Fort Belvoir,VA,797958.2408125788,38.6934405,-77.153084,Franconia-Springfield,8196.71,25223.74,0.048721324034411324,0.1300346992178479,0.32363244283421666,0.4295612182465566,0.01821208185390726
20106,Amissville,VA,562687.2437612497,38.6934138,-78.0025055,Washington Dulles International Airport,56190.22,87464.23,0.07623750935940406,0.1797570433314425,0.5051931876561552,0.7614356916664986,0.020462832155550947
22715,Brightwood,VA,379428.6192957017,38.4106964,-78.1855991,Washington Dulles International Airport,88153.14,114201.64,0.0745084713736216,0.14660073597864876,0.5225962279256945,0.8928989967720278,0.028628517911952745
20016,Washington,DC,1159154.8077035483,38.9370927,-77.0911589,Tenleytown-AU,1554.47,6954.7,0.030654823085769677,0.050100751513140696,0.24276575924733534,0.44830684189264364,0.026033078706245882
20712,Mount Rainier,MD,451312.1165244553,38.9423613,-76.9645782,West Hyattsville,1470.99,7362.01,0.018415878437288563,0.014811793906970792,0.1891990653069404,0.7798846885260425,0.022849318340782607
20685,Saint Leonard,MD,448856.313649693,38.434862,-76.5267062,Branch Ave,54973.75,67457.41,0.06496410442344935,0.10059496044212775,0.32867086560479714,0.521958125773924,0.019997409445983712
20632,Faulkner,MD,488132.3141881866,38.4327994,-76.9579926,Franconia-Springfield,41344.58,52118.28,0.05105473752889082,0.0818052640847001,,,0.013591801794643253
20010,Washington,DC,712962.4176546239,38.9333665,-77.0303116,Columbia Heights,563.82,3903.58,-0.026496455566770716,-0.07031635243860228,0.03935290220460901,0.2361860632724205,0.01986921674678796
20732,Chesapeake Beach,MD,440230.4814946347,38.6551422,-76.5425676,Branch Ave,37316.48,50025.49,0.03545919907577451,0.10925154742388596,0.33270053357561363,0.49912437025297235,0.01692068277832583
22734,Remington,VA,420324.8868171633,38.5261852,-77.7945637,Washington Dulles International Airport,56431.97,78323.67,0.07419279593892973,0.15980182063477558,0.45059316367622676,0.8618346242112068,0.020635413074463895
22125,Occoquan,VA,556360.9334590302,38.6819,-77.2622191,Franconia-Springfield,12385.51,31476.32,0.055085227949736616,0.14212062713557427,0.3714127780876047,0.5547525853929923,0.015421302322255217
20001,Washington,DC,659379.3319437047,38.9103532,-77.0177386,Shaw-Howard U,479.59,1612.17,-0.03011563916298089,-0.08160443470229463,-0.043130893845231735,0.02838387263744001,0.015062165271075003
20812,Glen Echo,MD,1315162.7237080575,38.9670408,-77.1438813,Bethesda,4684.92,12598.26,0.06334988220192052,0.09348892406584748,,,0.021719520250811565
22508,Locust Grove,VA,409703.02663258207,38.3131871,-77.7984717,Franconia-Springfield,74403.02,93348.79,0.043743849493459906,0.11081745693062606,0.5061583893087876,0.7978654046761838,0.02746697719428543
20774,Upper Marlboro,MD,462672.6360279705,38.8745431,-76.7741529,Downtown Largo,6783.72,22138.06,0.025369248572691613,0.07004296054369459,0.3204874606564548,0.6863461721780116,0.019346980929389145
20876,Germantown,MD,487081.0343130955,39.2083835,-77.2371518,Shady Grove,11651.64,38918.96,0.04569300074043058,0.11725607363218334,0.3253403241344103,0.5247853454772692,0.016822631560041153
20166,Sterling,VA,619020.8382747174,38.9865095,-77.4559092,Loudoun Gateway,740.64,38277.06,0.06058605735442342,0.14391710488647153,0.3911025012385499,0.5937813376752429,0.020573868201694726
20688,Solomons,MD,459509.84007337264,38.3271346,-76.4641828,Branch Ave,67864.84,80213.58,0.060646964491907394,0.10702955584317707,0.3198878290261573,0.3669292850380759,0.01650984148923698
20148,Ashburn,VA,891964.0893436897,38.9952344,-77.5223408,Ashburn,2886.89,44079.84,0.06461417892204935,0.12863811744823964,0.42663412324181355,0.5968639125305326,0.024675106765935446
20147,Ashburn,VA,753517.4932021542,39.0419474,-77.4781301,Ashburn,4238.21,42056.76,0.0626855919435383,0.15969822114691326,0.42036506869022244,0.6373925115345658,0.021740042585074094
22709,Aroda,VA,399037.4813753332,38.3287309,-78.2137367,Washington Dulles International Airport,96345.91,120923.87,0.0852811214463877,0.18179245612752198,0.5270698793708601,0.8316948180473261,0.030034251807492696
22182,Vienna,VA,1224190.832966109,38.9374763,-77.2731723,Spring Hill,2847.38,21645.3,0.08347954673368989,0.1618810589274246,0.3679492719285066,0.4697563008168948,0.02603782555059894
20855,Derwood,MD,697047.4943422123,39.1376326,-77.1320205,Shady Grove,3460.81,28085.88,0.05009305020608774,0.09954583931686471,0.28913838386901797,0.44110247646588857,0.02048449812235861
22972,Somerset,VA,305344.5093294482,38.215776,-78.2302847,Washington Dulles International Airport,106734.17,129176.66,0.006704232352460657,0.060303265252685014,0.37596997430077905,0.5547010959623103,0.03889432971698888
20783,Langley Park,MD,400810.4385979944,38.9997571,-76.9706976,Hyattsville Crossing,4034.19,12324.99,0.028886626136683354,0.05612523693862137,0.22072153154823382,0.7720252459286688,0.02065060082390058
22039,,VA,1159634.3610849434,38.7560698,-77.3139694,Franconia-Springfield,12636.87,29383.15,,,,,
20657,Lusby,MD,353292.47560443496,38.3797571,-76.4428828,Branch Ave,64310.41,76864.11,0.05652848758872667,0.1144022663681545,0.39126731088863986,0.580293673014431,0.018674494049126366
22043,Falls Church,VA,912015.447414753,38.9008522,-77.1959091,West Falls Church,564.15,14524.58,0.0690999696078088,0.1501137889349597,0.3171424877577311,0.5206914213501279,0.02402832776193267
22066,Great Falls,VA,1633353.171350376,39.0120489,-77.3025663,Wiehle-Reston East,7853.92,26892.87,0.08641886659297755,0.18656245108806954,0.5131319460583603,0.5164394156381199,0.028054643757672738
20184,Upperville,VA,1205807.5602574532,39.0006706,-77.8837541,Ashburn,33895.75,74864.04,0.08250921825641182,0.13185991542526074,0.48501224795283643,0.44506887900131,0.035929589446475375
20903,Silver Spring,MD,516951.1168681852,39.0221788,-76.9846774,Forest Glen,5090.43,14276.84,0.04768312384218193,0.07564878745791571,0.25597305884096533,0.5812237764039083,0.024322096490908225
20009,Washington,DC,585578.7272695679,38.9191435,-77.0373808,U Street/African-Amer Civil War Memorial/Cardozo,787.81,2452.58,0.0015476440904478711,-0.016895330957248822,0.03237484570665281,0.15178697096615312,0.012159599518620516
22311,Alexandria,VA,705415.824652547,38.8336078,-77.1254323,Van Dorn Street,3842.21,11079.88,0.05434836155503411,0.11152311216672624,0.2767293520461664,0.5062311698712567,0.022041322086557038
22551,Spotsylvania,VA,428712.05433435366,38.1698379,-77.700023,Franconia-Springfield,80840.54,99884.33,0.048256691664209775,0.16460142641061073,0.48674621570512544,0.8345207397794996,0.026574032948047135
20784,Landover Hills,MD,373045.85573360504,38.9505468,-76.8917196,New Carrollton,1722.71,13150.45,0.03660847021706392,0.05839511078023294,0.2836338821809032,0.8700759311315579,0.021307583973795445
22302,Arlington,VA,456397.1028265264,38.8278875,-77.0831325,Braddock Road,2975.79,9165.73,0.02491780702900698,0.024329739106600638,0.12463181614744051,0.30779253657580896,0.014908335240618045
21780,Sabillasville,MD,381077.0642298406,39.6774173,-77.4655819,Shady Grove,67168.94,94460.98,0.08510519565649262,0.14766388162101599,0.41574955469250774,0.7503082840030587,0.0248157648831037
20896,Garrett Park,MD,1074416.5669693751,39.0353824,-77.092454,Grosvenor-Strathmore,1224.59,16226.24,0.058474692505687466,0.090232433087289,0.28006993310115397,0.43172486694925455,0.02531652030228198
20852,Rockville,MD,583287.5614588632,39.0519284,-77.1220399,North Bethesda,882.33,18914.37,0.055700306304791704,0.06830328399630668,0.1742456055041326,0.22932232479715414,0.01684522036055161
22124,Oakton,VA,1058990.5375889528,38.8929969,-77.3325535,Vienna/Fairfax-GMU,5546.59,26354.69,0.07166264001261752,0.14585784296702073,0.36698347675436993,0.46505312128185655,0.02691016387448103
20715,Bowie,MD,483635.8862809312,38.9893926,-76.7413308,New Carrollton,12223.65,26789.2,0.03318398534505242,0.08565684124668853,0.3468502251408187,0.6242594114302256,0.021480791471653715
22720,Goldvein,VA,601847.8001261661,38.4759478,-77.641881,Franconia-Springfield,52252.18,71018.41,0.07319981874220981,0.14643056932471082,0.4525201017551203,0.769524224186114,0.023488159844204864
22738,Aroda,VA,399661.4690776115,38.2939307,-78.2809313,Washington Dulles International Airport,103197.57,127946.34,0.08362289729276239,0.18088995733045646,0.5222924006440842,0.8280232090577536,0.031186089183172356
20850,Rockville,MD,723352.5383034283,39.0913903,-77.1821972,Rockville,3188.91,25265.1,0.05813699548798052,0.12099858062835857,0.24981088010021035,0.34535131571920225,0.017310513273887343
20874,Germantown,MD,425283.53673311864,39.1300307,-77.2985477,Shady Grove,11582.69,34783.7,0.03653382403339137,0.11451405170431386,0.3100661418241642,0.5236520254488234,0.016290531197525184
22627,Flint Hill,VA,622200.8821419069,38.7574545,-78.1442256,Ashburn,62858.65,97943.55,0.07518467194156432,0.19809749005293653,0.4917170200835713,0.6530795608608639,0.032580410898272086
20602,Waldorf,MD,384637.2522261107,38.5833937,-76.894551,Branch Ave,27130.16,36882.24,0.03575282240542037,0.08524722509816235,0.3717752823803539,0.7692399709834695,0.01907287758739486
20816,Bethesda,MD,1356616.5606064147,38.9569499,-77.1200056,Friendship Heights,2973.06,10282.61,0.05519141985603919,0.10262815996020394,0.35399057443570897,0.4309685659222561,0.027902013566744693
20904,Silver Spring,MD,589885.2651166003,39.0666045,-76.9809353,Glenmont,6280.79,19153.15,0.05818838875088159,0.10721628680494645,0.30964538507080025,0.5791390855178195,0.021613174967804426
22192,Woodbridge,VA,520508.2300738239,38.6836989,-77.3146732,Franconia-Springfield,15625.42,34443.02,0.06278575876988625,0.16214003420699818,0.4138219362135617,0.6817856370178534,0.018640015046615964
20880,Washington Grove,MD,650806.419009454,39.1397262,-77.1735575,Shady Grove,2335.57,29640.66,0.04350270014616458,0.1393908827230753,0.3098603474503096,0.47652976309776984,0.023480051014003474
20151,Chantilly,VA,775975.5186491064,38.8965237,-77.4451413,Washington Dulles International Airport,6594.58,36091.29,0.06014271572244208,0.15905659860017665,0.39614832634535724,0.6153730368648875,0.023467036922817524
22203,Arlington,VA,656429.8856047317,38.8736915,-77.1173397,Ballston-MU,1046.14,8194.59,0.03055830563024018,0.010003067054449415,-0.004371924466897172,0.20561646428344157,0.02155159483178562
20018,Washington,DC,575198.3081944374,38.9265762,-76.9744461,Brookland-CUA,1889.54,5606.52,-0.03375832997196727,-0.06376574474424358,0.09447775870425806,0.48380043840164616,0.02721305299282553
22640,Huntly,VA,581006.0599533968,38.8120153,-78.1421189,Ashburn,60254.81,96939.81,0.06698008962085776,0.18418315659961176,0.4686041098303046,0.6006159573427169,0.03134836115428732
20625,Cobb Island,MD,351313.147701819,38.2622235,-76.84727,Huntington,62352.43,72454.34,0.056836376490700356,0.13098701006701366,0.39654055824708506,0.5656076916048512,0.01938404820898039
20020,Washington,DC,381689.9161071035,38.8604134,-76.9789328,Anacostia,1458.97,5988.6,-0.03226162269269029,-0.048597464439587915,0.10846132582931113,0.6595372037482284,0.026732048385362184
22046,Falls Church,VA,1046653.8842379674,38.8863344,-77.1809752,West Falls Church,1752.67,13297.59,0.07939858825587422,0.15414196203021727,0.3378510992374559,0.5201541026238837,0.02165173343602057
20770,Greenbelt,MD,281400.8518766154,39.0029849,-76.8791651,Greenbelt,2922.5,17359.77,0.030602878965537834,0.08259432869556456,0.25470135122722865,0.5716923114025269,0.013027334319492864
22204,Arlington,VA,626200.4214074995,38.8607849,-77.098984,Virginia Square-GMU,2546.09,7419.81,0.043438608226495395,0.09257990992263912,0.19111110164871237,0.4588857311972441,0.022033856123104954
22305,Alexandria,VA,799612.3167343531,38.8365078,-77.0621397,Potomac Yard,1410.09,7476.66,0.044800008131552035,0.07917820236007005,0.2298263504609461,0.5413677175839738,0.02135934709172423
22718,Elkwood,VA,440710.6754235342,38.477181,-77.8274601,Washington Dulles International Airport,62571.3,83703.49,0.040537731797844354,0.15284285018148153,0.4491943667346961,0.7270979294385262,0.02774146057797374
20744,Fort Washington,MD,440323.3535836008,38.758348,-76.9837862,King St-Old Town,8577.02,16028.7,0.034327644104904964,0.05891861678297728,0.29708550776415155,0.6741082051270558,0.021571075810481722
22030,Fairfax,VA,808508.311990626,38.8371379,-77.3404656,Vienna/Fairfax-GMU,7478.78,27885.56,0.07211235961157185,0.16279233357889697,0.3533688592792941,0.5261083283851451,0.021635272715524515
20143,Catharpin,VA,1030375.9548928472,38.8595559,-77.5641433,Washington Dulles International Airport,14670.66,46600.79,0.08099026058424243,0.1753466906513137,0.5117377867644584,0.7119611556171553,0.026498732072368077
20832,Olney,MD,658358.9998603804,39.1506303,-77.0707081,Shady Grove,8818.53,28297.92,0.05716782149845742,0.11286830401577064,0.2866764543126044,0.4257532044123747,0.019781168563815028
22554,Stafford,VA,556010.9184921643,38.4267643,-77.3766456,Franconia-Springfield,41836.03,60539.27,0.05862234335724052,0.13412444867559234,0.4516128899104805,0.6989008706115108,0.021381256730052194
22663,White Post,VA,456633.61481704825,39.0547399,-78.1106036,Ashburn,53755.68,95177.78,0.04777327136220582,0.08242177063989684,0.34048335466482704,0.7042805777816058,0.023564198687668108
20169,Haymarket,VA,817637.1317490498,38.8791655,-77.6454485,Washington Dulles International Airport,19077.53,53474.11,0.07108862071016599,0.12471160147980055,0.46964458353495686,0.6263073672035465,0.025034218042372196
20012,Washington,DC,819156.480537443,38.9768729,-77.0326088,Takoma,1285.86,8745.28,-0.005943659388126726,-0.015470437430662617,0.147071669671238,0.43303772386383266,0.02890265745991831
20895,Kensington,MD,811380.408791245,39.0270303,-77.0775385,Grosvenor-Strathmore,2310.85,14938.45,0.05625093897973631,0.11155328042437217,0.2887026025709941,0.416814001416268,0.023755053601159905
22151,Springfield,VA,715040.2214316466,38.8040933,-77.2078041,Franconia-Springfield,5408.48,18759.19,0.05898118282716864,0.154242027416491,0.3378809411823943,0.5961890966619152,0.02527148060398493
22714,Brandy Station,VA,503216.7169689212,38.5196714,-77.8954186,Washington Dulles International Airport,62101.05,86232.26,0.07890959764762202,0.1996639225924233,0.519512857080908,0.8823471767363026,0.02142538480630352
20902,Silver Spring,MD,546238.5341464886,39.0452485,-77.0392638,Wheaton,1264.13,16368.08,0.04838973637826625,0.08383053980591362,0.2649221381302644,0.49464570761200066,0.021940024270591912
22180,Vienna,VA,1031859.0475141476,38.8954393,-77.2561334,Vienna/Fairfax-GMU,2382.68,19736.78,0.07687076048747739,0.1537865213462198,0.3283239044161252,0.5105238949397872,0.02499435607775008
20720,Bowie,MD,574536.735590066,38.9827801,-76.7858241,New Carrollton,8422.24,22962.86,0.032845577078342146,0.07765666139021979,0.33778381284701103,0.5983681181619581,0.01883842365256826
22003,Annandale,VA,761728.2461126256,38.8298165,-77.2153177,Dunn Loring-Merrifield,6031.84,17909.24,0.06279539888966582,0.14975228346786415,0.3303687955650427,0.5496173813273322,0.025948086095222297
22025,Dumfries,VA,574854.1434193142,38.5924178,-77.3468662,Franconia-Springfield,24739.2,43830.56,0.062066194931427725,0.15559376014936566,0.4288449029211782,0.6650336461959654,0.020478552213098498
21778,Rocky Ridge,MD,438525.7613861077,39.6158977,-77.3343033,Shady Grove,57050.8,84035.38,0.0881082758584847,0.1879188667831879,0.490740918654113,0.7141140748851074,0.020320941335881446
20772,Upper Marlboro,MD,470473.79459171795,38.7802798,-76.7669781,Branch Ave,13608.72,26147.73,0.021039441271678186,0.06022251756452665,0.32246723197838595,0.6569199703805314,0.019643980453634108
22747,Washington,VA,633303.9715257107,38.7090557,-78.1656739,Ashburn,67024.74,100795.7,0.06940429183063009,0.2077224418510816,0.46554448493582473,0.6056750818602784,0.03416100902261838
22026,Dumfries,VA,579289.9859261583,38.5608503,-77.2960992,Franconia-Springfield,25361.2,44140.85,0.06038935734409627,0.1237930392725099,0.40260909908761205,0.6736402499105401,0.01916512323197567
20737,East Riverdale,MD,396955.6665391873,38.9642651,-76.9135381,College Park-U of Md,2042.39,12328.52,0.03582296907957282,0.07214801981696187,0.28214285811457224,0.853856271669645,0.020573904188425342
20912,Takoma Park,MD,680502.4808280085,38.9815963,-77.0011301,Takoma,1593.6,9550.98,0.042179586541068174,0.0611507695421748,0.2529061715352436,0.4802929886423842,0.025068641113065122
22407,Fredericksburg,VA,445460.54384083505,38.2834738,-77.5756842,Franconia-Springfield,64289.91,83299.49,0.05501249868404932,0.1538855345177468,0.4976040427800658,0.7966567222028724,0.02008079003310109
20866,Burtonsville,MD,464578.0330280032,39.109331,-76.9338521,Greenbelt,11101.06,24838.28,0.047674088245719275,0.11195290916602721,0.29908079041332025,0.553155092667793,0.01689387601460041
20693,Welcome,MD,496947.87696908606,38.4570678,-77.089581,Franconia-Springfield,35048.51,49352.54,0.0499097633583475,0.11327229247787683,0.39814034564865164,0.6096151796959731,0.01916007429718783
21704,Frederick,MD,646749.6781234224,39.3547629,-77.3756589,Shady Grove,31810.38,58949.04,0.049323136622718144,0.12036928380953178,0.40557633017370437,0.5224208918779462,0.021287940423182744
20639,Huntingtown,MD,583227.8929574307,38.6072782,-76.6097837,Branch Ave,35846.74,48611.04,0.04138665772698008,0.06147608231206301,0.27734657361631787,0.473747934125465,0.0189888318858641
20714,North Beach,MD,395423.2999055058,38.7236885,-76.5527478,Downtown Largo,32071.81,45533.92,0.03394538512657285,0.14451729181134995,0.390465475895258,0.6997403073764521,0.016884263285325322
20854,Potomac,MD,1282066.5982313568,39.0329948,-77.2223122,Rockville,8681.71,22499.99,0.06954326274008656,0.1471769492431791,0.37503629981812153,0.3928239061480806,0.02457609261537533
20646,La Plata,MD,473610.33170613815,38.5232576,-77.0029859,Franconia-Springfield,30605.43,41760.03,0.04118429675950286,0.07784687895924328,0.3191042360870181,0.4914576256267222,0.018585242184923093
20878,Gaithersburg,MD,724845.8217955707,39.115209,-77.2516098,Shady Grove,7496.27,30898.23,0.04989819854599311,0.12111243399529992,0.29228267219563897,0.3996243775897949,0.018243039233250897
22406,Fredericksburg,VA,557961.866643333,38.3992445,-77.5440087,Franconia-Springfield,52229.89,71320.98,0.059290097161473015,0.13051276128906697,0.4586891310801863,0.684266559183345,0.021910038704489595
22740,Sperryville,VA,516041.62552280613,38.6456898,-78.2869532,Ashburn,79665.54,112689.02,0.055062619119478635,0.1498567389321897,0.4372453235044849,0.6015425945966039,0.026405084048116312
20121,Centreville,VA,566148.3789513618,38.8110588,-77.4632373,Washington Dulles International Airport,16145.62,38908.21,0.06765123030353196,0.18403638125285052,0.39152836797017665,0.6473011745925339,0.018175484819715634
20176,Leesburg,VA,817414.1808296187,39.1847063,-77.5441108,Ashburn,20460.34,54774.19,0.06268201802413437,0.1586411014385466,0.46427333882873706,0.6922461853300924,0.023610154637726498
22736,Fredericksburg,VA,448979.6320194555,38.3981652,-77.704567,Franconia-Springfield,61991.02,80893.94,0.07548107513038345,0.22821242019185792,0.5742590322721532,0.9263482871828331,0.023492757866123096
20187,Warrenton,VA,697743.3846371564,38.7228715,-77.7480453,Washington Dulles International Airport,36679.72,65358.86,0.06583042417382044,0.14032054022768356,0.45719456573576284,0.6921576127852211,0.02482851767178926
22102,McLean,VA,816149.3298499432,38.949956,-77.2291524,Spring Hill,2553.76,18316.39,0.05224543641408389,0.10203538236742281,0.20322246795944768,0.25705091594966234,0.01964638986442652
20882,Gaithersburg,MD,794367.5383841865,39.2391217,-77.1510705,Shady Grove,13319.47,39356.18,0.05855517649172784,0.10083277726512009,0.3599071019843153,0.4698404271632478,0.02412789652539305
22724,Jeffersonton,VA,617008.7392692438,38.6146452,-77.8939812,Washington Dulles International Airport,54149.68,81437.43,0.07369927304017379,0.16946697993329363,0.5195728084866623,0.8313347865312358,0.021081539690386685
22312,Lincolnia,VA,634972.4152187244,38.815789,-77.1542714,Van Dorn Street,2836.77,14266.81,0.054145970536833815,0.13909284001339242,0.31722380007245277,0.5588331185199849,0.021133610780290035
20132,Purcellville,VA,863240.9769207643,39.1662433,-77.7193885,Ashburn,26591.0,66730.38,0.08046678396034088,0.17668597914198136,0.4936094867275321,0.775148555883102,0.023509233470718163
20608,Aquasco,MD,401490.4901559079,38.5824048,-76.7009977,Branch Ave,32792.55,45151.9,0.02907978369705802,0.06150206270972881,0.2742468051319726,0.67015204667654,0.024260290950034676
20011,Washington,DC,647473.6029168954,38.9525135,-77.0229909,Fort Totten,1801.96,6044.11,-0.03526895152712406,-0.06928596151914371,0.07017677480385161,0.3973676341192102,0.02683800743325997
20706,Lanham Seabrook,MD,434059.3513154816,38.9658795,-76.8510911,New Carrollton,2722.47,17055.25,0.037786061310894264,0.07029265719142133,0.29817282946161466,0.7354892933230952,0.02070474491161382
22181,Vienna,VA,1097427.9033774512,38.9066515,-77.2933878,Vienna/Fairfax-GMU,3733.19,22975.17,0.08796374397074186,0.18649831770551237,0.3822778862511963,0.5226914699682368,0.025032777922862064
22150,Springfield,VA,671400.2943209466,38.7728635,-77.1865229,Franconia-Springfield,1709.5,19566.39,0.05948268973066908,0.1406099336996873,0.3314040839436217,0.5732168683382327,0.02292292890509332
22716,Castleton,VA,575557.46194564,38.629259,-78.1040192,Washington Dulles International Airport,67448.66,97963.85,0.05033327912124242,0.17197339918703494,0.47126000916344335,0.6375949594704059,0.03340421200741191
20004,Washington,DC,447394.7340518975,38.894888,-77.0286354,Federal Triangle,130.85,382.56,-0.014359558898127662,-0.049161994824493814,-0.06661063612276914,-0.07754565301489061,0.010260265984216055
20871,Clarksburg,MD,646001.4196655643,39.261341,-77.2825473,Shady Grove,18719.0,45955.99,0.038105523571699586,0.09538429039732284,0.3280043487144743,0.43110817346414493,0.019641175369994095
20190,Reston,VA,549437.131515945,38.9593221,-77.3392985,Wiehle-Reston East,1288.68,27761.15,0.06382360785016812,0.15031450973309474,0.26317976218277706,0.31689346514772004,0.015186614524123985
20144,Delaplane,VA,922662.532556074,38.9229905,-77.9469426,Ashburn,40422.94,79548.8,0.048580696127443465,0.08067672725296585,0.4291182009672426,0.5269058129202225,0.0320963995096891
