ZipCode,City,State,MedianPrice,Livability_Score,PredictedPrice,Residual
20871,Clarksburg,MD,646001.4196655643,16.2,599475.3487684577,46526.07089710666
21704,Frederick,MD,646749.6781234224,17.8,604021.3386642977,42728.33945912472
22311,Alexandria,VA,705415.824652547,38.8,663687.4560471984,41728.36860534863
22720,Goldvein,VA,601847.8001261661,4.3,565664.5489181473,36183.251208018744
20135,Bluemont,VA,606207.1406247449,6.0,570494.6631824774,35712.477442267584
20170,Herndon,VA,699450.6569894747,38.9,663971.5804156885,35479.07657378621
22747,Washington,VA,633303.9715257107,17.0,601748.3437163777,31555.627809332917
21774,New Market,MD,599477.1586449892,6.5,571915.2850249273,27561.873620061902
20119,Catlett,VA,617173.8572296527,14.4,594361.1101356376,22812.747094015125
22640,Huntly,VA,581006.0599533968,3.1,562255.0564962672,18751.003457129584
22716,Castleton,VA,575557.46194564,2.6,560834.4346538172,14723.02729182283
22310,Rose Hill,VA,673068.0569744637,37.3,659425.5905198483,13642.466454615467
20832,Olney,MD,658358.9998603804,32.3,645219.3720953482,13139.62776503223
22315,Alexandria,VA,676354.3168321374,39.4,665392.2022581385,10962.114573998959
20186,Warrenton,VA,572677.5860964971,4.8,567085.1707605973,5592.415335899801
22728,Midland,VA,570547.7302107328,5.1,567937.5438660673,2610.186344665475
22026,Dumfries,VA,579289.9859261583,8.3,577029.5236577474,2260.4622684108326
20637,Hughesville,MD,574735.3927723928,6.7,572483.5337619074,2251.8590104854666
20677,Port Tobacco,MD,590903.358026025,13.5,591803.9908192276,-900.632793202647
20106,Amissville,VA,562687.2437612497,3.6,563675.6783387173,-988.4345774676185
20912,Takoma Park,MD,680502.4808280085,45.1,681587.2912620686,-1084.8104340600548
20880,Washington Grove,MD,650806.419009454,35.0,652890.7300445783,-2084.311035124352
20853,Rockville,MD,636599.3846974443,30.1,638968.6359885681,-2369.251291123801
20736,Owings,MD,588868.9646214504,15.1,596349.9807150676,-7481.016093617189
22406,Fredericksburg,VA,557961.866643333,4.3,565664.5489181473,-7702.682274814346
20754,Dunkirk,MD,611037.6049679666,23.1,619079.9301942679,-8042.325226301327
22150,Springfield,VA,671400.2943209466,44.8,680734.9181565986,-9334.623835652019
20010,Washington,DC,712962.4176546239,59.5,722501.2003246291,-9538.782670005225
21769,Middletown,MD,554664.947990578,4.4,565948.6732866373,-11283.725296059274
20769,Glenn Dale,MD,626672.7356333802,30.2,639252.7603570581,-12580.024723677896
22209,Arlington,VA,706791.3057654016,59.5,722501.2003246291,-15709.894559227512
20689,Sunderland,MD,552958.2010675721,6.9,573051.7824988874,-20093.58143131528
20910,Silver Spring,MD,672891.6988247284,49.6,694372.8878441188,-21481.189019390382
22306,Alexandria,VA,634233.8186878954,36.2,656300.2224664583,-22066.403778562904
20191,Reston,VA,633817.0589880521,36.5,657152.5955719283,-23335.536583876237
20639,Huntingtown,MD,583227.8929574307,19.4,608567.3285601378,-25339.43560270709
22201,Arlington,VA,701983.3795216355,62.9,732161.4288532892,-30178.049331653747
22312,Lincolnia,VA,634972.4152187244,39.6,665960.4509951185,-30988.03577639407
21773,Myersville,MD,533091.11172953,5.3,568505.7926030473,-35414.680873517296
20166,Sterling,VA,619020.8382747174,35.7,654879.6006240083,-35858.76234929089
22203,Arlington,VA,656429.8856047317,49.6,694372.8878441188,-37943.00223938702
20011,Washington,DC,647473.6029168954,46.7,686133.2811579087,-38659.67824101332
21755,Jefferson,MD,563682.5006974131,18.0,604589.5874012777,-40907.086703864625
20721,Bowie,MD,584356.9504987848,25.4,625614.790669538,-41257.84017075319
20617,Bryantown,MD,532969.3559997963,7.5,574756.5287098275,-41787.172710031155
22740,Sperryville,VA,516041.6255228061,1.6,557993.1909689172,-41951.56544611114
22172,Triangle,VA,529571.1491764424,7.7,575324.7774468074,-45753.62827036495
22025,Dumfries,VA,574854.1434193142,24.2,622205.298247658,-47351.15482834377
20904,Silver Spring,MD,589885.2651166003,29.5,637263.8897776281,-47378.6246610278
22204,Arlington,VA,626200.4214074995,43.8,677893.6744716986,-51693.25306419912
22554,Stafford,VA,556010.9184921643,19.3,608283.2041916478,-52272.28569948347
20121,Centreville,VA,566148.3789513618,23.2,619364.054562758,-53215.675611396204
22309,Mount Vernon,VA,585529.9159280648,30.2,639252.7603570581,-53722.844428993296
22713,Boston,VA,505536.3909460154,2.2,559697.9371798573,-54161.54623384186
22611,Berryville,VA,534754.6119842785,13.0,590383.3689767775,-55628.756992498995
20164,Sterling,VA,589406.2627276505,32.4,645503.4964638381,-56097.233736187685
20901,Silver Spring,MD,593160.1887826732,34.0,650049.4863596782,-56889.297577004996
20720,Bowie,MD,574536.735590066,27.9,632717.8998817881,-58181.16429172212
20002,Washington,DC,645380.0602454763,53.0,704033.1163727788,-58653.056127302465
22714,Brandy Station,VA,503216.7169689212,3.2,562539.1808647573,-59322.46389583609
22620,Boyce,VA,532256.9059501566,17.5,603168.9655588277,-70912.05960867112
20872,Damascus,MD,549247.828867461,25.0,624478.2931955779,-75230.46432811697
22737,Rixeyville,VA,486379.0939874028,2.9,561686.8077592873,-75307.7137718845
20693,Welcome,MD,496947.87696908606,6.7,572483.5337619074,-75535.6567928213
22556,Stafford,VA,518239.2958275541,14.6,594929.3588726176,-76690.06304506352
20622,Mechanicsville,MD,488311.6028133097,5.4,568789.9169715373,-80478.31415822759
20607,Accokeek,MD,540738.5552295726,24.1,621921.1738791679,-81182.6186495953
22125,Occoquan,VA,556360.9334590302,29.7,637832.1385146081,-81471.20505557791
20632,Faulkner,MD,488132.3141881866,5.9,570210.5388139874,-82078.2246258008
20623,Cheltenham,MD,506060.5194475799,13.0,590383.3689767775,-84322.84952919761
22719,Etlan,VA,469375.58077759616,1.2,556856.6934949572,-87481.11271736101
20695,Waldorf,MD,491507.3637211322,9.0,579018.3942371774,-87511.03051604523
20613,Brandywine,MD,509074.7980211435,18.3,605441.9605067477,-96367.16248560423
21777,Point of Rocks,MD,512340.9377796532,19.9,609987.9504025878,-97647.01262293459
20111,Manassas,VA,512193.2230433277,20.6,611976.8209820178,-99783.5979386901
21798,Woodsboro,MD,502318.01368798193,17.3,602600.7168218477,-100282.70313386578
22044,Falls Church,VA,575195.1410328051,43.2,676188.9282607585,-100993.78722795343
20646,La Plata,MD,473610.33170613815,7.6,575040.6530783174,-101430.32137217926
20645,Issue,MD,501912.3671026239,17.8,604021.3386642977,-102108.9715616738
20615,Saint Leonard,MD,459019.8562112799,4.2,565380.4245496573,-106360.56833837734
22192,Woodbridge,VA,520508.2300738239,26.0,627319.536880478,-106811.30680665415
22405,Fredericksburg,VA,458130.8193346919,4.1,565096.3001811673,-106965.4808464754
22663,White Post,VA,456633.61481704825,3.6,563675.6783387173,-107042.06352166907
22206,Arlington,VA,560895.5870537183,40.9,669654.0677854884,-108758.48073177016
20852,Rockville,MD,583287.5614588632,49.0,692668.1416331787,-109380.58017431549
20018,Washington,DC,575198.3081944374,46.3,684996.7836839487,-109798.47548951127
20675,Pomfret,MD,467843.3387933336,9.0,579018.3942371774,-111175.05544384383
20676,Port Republic,MD,479229.70055963,13.8,592656.3639246976,-113426.66336506762
22736,Fredericksburg,VA,448979.6320194555,3.3,562823.3052332472,-113843.67321379174
20001,Washington,DC,659379.3319437047,77.4,773359.4622843396,-113980.13034063485
22742,Sumerduck,VA,489448.608485834,18.1,604873.7117697677,-115425.10328393371
22712,Bealeton,VA,473952.6164370637,12.8,589815.1202397975,-115862.50380273379
20685,Saint Leonard,MD,448856.313649693,4.2,565380.4245496573,-116524.11089996429
20772,Upper Marlboro,MD,470473.794591718,12.0,587542.1252918775,-117068.33070015954
21757,Keymar,MD,447603.1175903279,4.0,564812.1758126772,-117209.05822234933
22718,Elkwood,VA,440710.6754235342,3.2,562539.1808647573,-121828.5054412231
21702,Frederick,MD,448909.28164316464,6.4,571631.1606564374,-122721.87901327276
22193,Woodbridge,VA,499386.33864281,24.3,622489.4226161479,-123103.0839733379
20903,Silver Spring,MD,516951.1168681852,30.6,640389.2578310182,-123438.14096283296
20190,Reston,VA,549437.131515945,42.2,673347.6845758585,-123910.55305991357
21758,Knoxville,MD,443535.1195359006,5.2,568221.6682345574,-124686.54869865678
21778,Rocky Ridge,MD,438525.7613861077,3.6,563675.6783387173,-125149.91695260961
22610,Bentonville,VA,429851.2770676431,2.2,559697.9371798573,-129846.66011221416
22408,Fredericksburg,VA,431276.3781296558,3.0,561970.9321277773,-130694.55399812147
20732,Chesapeake Beach,MD,440230.4814946347,6.4,571631.1606564374,-131400.6791618027
20110,Manassas,VA,503863.6185762381,29.2,636411.5166721581,-132547.89809592004
21791,Union Bridge,MD,434349.94460178446,4.8,567085.1707605973,-132735.22615881287
20851,Rockville,MD,537226.1849358104,41.1,670222.3165224685,-132996.13158665807
20603,Waldorf,MD,478645.7065694875,20.6,611976.8209820178,-133331.11441253027
22735,Reva,VA,422395.2128636701,1.5,557709.0666004273,-135313.85373675718
22726,Richardsville,VA,425045.2733369236,2.7,561118.5590223073,-136073.28568538366
20902,Silver Spring,MD,546238.5341464886,45.8,683576.1618414986,-137337.62769500993
20876,Germantown,MD,487081.0343130955,25.6,626183.039406518,-139102.0050934225
23024,Bumpass,VA,414472.63535843085,0.1,553731.3254415671,-139258.69008313626
20017,Washington,DC,552970.1844711873,48.9,692384.0172646887,-139413.83279350144
22701,Culpeper,VA,425113.1393150459,4.9,567369.2951290873,-142256.15581404138
22191,Woodbridge,VA,481956.4546092795,25.9,627035.412511988,-145078.95790270844
21701,Frederick,MD,443309.50787154975,12.5,588962.7471343275,-145653.2392627778
20774,Upper Marlboro,MD,462672.6360279705,19.7,609419.7016656077,-146747.06563763722
20688,Solomons,MD,459509.84007337264,19.0,607430.8310861777,-147920.99101280508
22303,Huntington,VA,548175.1773808376,50.3,696361.7584235488,-148186.58104271116
20601,Waldorf,MD,430373.8005585692,8.9,578734.2698686875,-148360.4693101183
20708,Laurel,MD,478580.6084801248,26.3,628171.909985948,-149591.3015058232
20611,Bel Alton,MD,453322.6266653308,17.5,603168.9655588277,-149846.33889349696
21793,Walkersville,MD,455128.0229649427,19.0,607430.8310861777,-152302.80812123505
20715,Bowie,MD,483635.8862809312,29.1,636127.3923036681,-152491.5060227369
22551,Spotsylvania,VA,428712.05433435366,10.5,583280.2597645274,-154568.20543017378
20678,Prince Frederick,MD,447724.5165330976,17.2,602316.5924533578,-154592.07592026016
20629,Dowell,MD,447909.9745573376,17.9,604305.4630327877,-156395.48847545008
22709,Aroda,VA,399037.4813753332,0.7,555436.0716525072,-156398.59027717396
22401,Fredericksburg,VA,457709.16493800463,22.1,616238.6865093679,-158529.52157136326
22738,Aroda,VA,399661.4690776115,2.0,559129.6884428773,-159468.21936526574
22407,Fredericksburg,VA,445460.5438408351,18.6,606294.3336122178,-160833.7897713827
20664,Newburg,MD,403428.1746602791,4.8,567085.1707605973,-163656.9961003182
22553,Fredericksburg,VA,394600.0294731259,2.7,561118.5590223073,-166518.5295491814
22727,Madison,VA,383339.27390723256,0.7,555436.0716525072,-172096.7977452746
20866,Burtonsville,MD,464578.0330280032,29.3,636695.6410406481,-172117.60801264492
20608,Aquasco,MD,401490.4901559079,7.2,573904.1556043574,-172413.6654484495
20616,Bryans Road,MD,412915.9850106628,12.1,587826.2496603675,-174910.26464970468
20009,Washington,DC,585578.7272695679,73.0,760857.9900707795,-175279.26280121156
22534,Partlow,VA,381285.5794193013,1.3,557140.8178634472,-175855.23844414594
22734,Remington,VA,420324.8868171633,15.1,596349.9807150676,-176025.09389790427
